teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks,seasons,first_season,last_season
14,18,ppr,1,2,3,1,3,0,0,8,5,1260,3,2020,2023
10,24,ppr,1,1,1,1,6,0,0,14,5,1200,2,2023,2024
10,24,ppr,1,2,2,1,2,0,0,16,5,1200,2,2024,2025
14,17,ppr,1,2,2,1,2,1,1,7,5,1190,4,2020,2025
12,19,ppr,1,2,2,1,1,1,1,10,5,1140,4,2020,2024
12,19,ppr,1,2,2,1,2,1,1,9,5,1140,4,2020,2025
14,16,ppr,1,2,2,1,2,0,1,7,5,1120,5,2021,2025
12,18,ppr,1,2,2,1,1,0,0,10,5,1080,2,2023,2024
12,18,ppr,1,2,3,2,2,0,0,8,5,1080,1,2022,2022
10,21,ppr,1,2,2,1,2,0,0,12,5,1050,2,2024,2025
14,15,half_ppr,1,2,2,1,1,1,1,6,5,1050,2,2020,2021
14,15,ppr,1,2,2,1,3,0,0,6,5,1050,4,2020,2025
12,17,ppr,1,2,2,1,1,0,0,10,5,1020,2,2023,2025
12,17,ppr,1,2,3,1,3,0,0,0,5,1020,1,2021,2021
10,20,ppr,1,2,2,1,3,0,1,10,5,1000,4,2021,2024
14,14,ppr,1,2,2,1,2,0,1,5,5,980,4,2021,2025
12,16,ppr,1,2,2,1,2,1,0,7,5,960,3,2022,2025
12,16,ppr,1,2,2,1,2,1,1,1,5,960,2,2022,2024
12,16,ppr,1,2,4,1,2,0,0,6,5,960,1,2023,2023
14,13,ppr,1,2,2,1,1,0,0,6,5,910,3,2021,2025
10,18,half_ppr,1,2,2,1,2,0,0,10,5,900,4,2021,2024
12,15,ppr,1,2,2,1,0,1,1,0,5,900,1,2023,2023
12,15,ppr,1,2,2,1,1,1,1,5,5,900,4,2020,2025
12,14,ppr,1,2,2,1,1,0,0,5,5,840,3,2021,2025
10,16,half_ppr,1,2,2,1,3,0,0,7,5,800,3,2020,2022
10,16,half_ppr,1,2,3,1,2,0,1,6,5,800,4,2020,2023
10,16,half_ppr,1,2,3,1,2,1,1,5,5,800,3,2020,2023
10,16,ppr,1,1,1,1,3,1,1,7,5,800,5,2021,2025
10,16,ppr,1,2,2,1,1,0,1,7,5,800,3,2020,2024
10,16,ppr,1,2,2,1,1,1,1,6,5,800,4,2020,2025
10,16,ppr,1,2,2,1,2,0,0,7,5,800,1,2022,2022
10,16,ppr,1,2,3,1,1,0,0,8,5,800,3,2021,2024
10,16,std,1,2,2,1,1,1,1,7,5,800,4,2021,2025
12,13,half_ppr,1,2,2,1,1,0,0,0,5,780,2,2020,2021
12,13,ppr,1,2,2,1,3,0,0,4,5,779,4,2020,2024
8,19,ppr,1,2,3,1,2,0,0,10,5,760,4,2020,2023
10,15,half_ppr,1,2,2,1,3,0,0,6,5,750,3,2021,2025
10,15,ppr,1,2,2,1,2,1,0,6,5,750,4,2020,2025
10,15,ppr,1,2,3,1,3,0,0,5,5,750,2,2024,2025
10,15,std,1,2,2,1,1,1,1,6,5,750,3,2020,2022
8,15,ppr,1,2,2,1,1,1,1,0,5,600,2,2021,2022
8,15,ppr,1,2,2,1,2,0,0,7,5,600,4,2020,2025
8,15,ppr,1,2,3,1,2,0,1,5,5,600,4,2020,2023
12,26,ppr,1,2,2,1,4,0,0,16,4,1248,2,2021,2023
12,26,ppr,1,2,2,1,5,0,0,15,4,1248,2,2021,2022
12,24,half_ppr,1,2,2,1,3,0,0,15,4,1152,3,2022,2024
14,20,half_ppr,1,2,3,1,3,0,0,10,4,1120,2,2022,2023
10,28,ppr,1,2,2,1,6,0,0,16,4,1119,1,2021,2021
12,23,half_ppr,1,2,3,1,2,0,0,14,4,1104,3,2023,2025
14,19,ppr,1,2,2,1,2,0,0,11,4,1064,2,2022,2024
14,19,ppr,1,2,3,1,2,0,0,10,4,1064,3,2020,2025
12,21,ppr,1,2,2,1,2,0,1,12,4,1008,3,2022,2024
12,21,ppr,1,2,3,1,2,1,1,10,4,1008,3,2022,2025
14,18,ppr,1,2,2,1,2,1,1,8,4,1008,3,2020,2025
14,18,ppr,1,2,2,1,3,0,0,9,4,1008,2,2021,2024
10,25,ppr,1,2,2,1,4,0,0,15,4,1000,1,2022,2022
10,24,ppr,1,3,3,1,4,1,1,10,4,960,4,2020,2023
12,20,ppr,1,2,3,1,1,0,0,11,4,960,1,2021,2021
12,19,ppr,1,2,3,1,2,1,1,8,4,911,2,2024,2025
14,16,half_ppr,1,2,2,1,2,1,1,6,4,896,3,2021,2024
14,16,ppr,1,2,2,1,2,0,0,8,4,896,3,2020,2025
10,22,half_ppr,1,2,2,1,3,1,0,12,4,880,3,2023,2025
10,22,ppr,1,2,3,1,3,1,1,10,4,880,1,2020,2020
12,18,ppr,1,2,3,1,2,0,1,8,4,864,3,2020,2022
12,18,ppr,1,2,3,1,3,0,0,0,4,864,2,2021,2024
12,18,std,1,2,3,1,1,0,0,10,4,864,4,2020,2025
12,17,ppr,1,2,3,1,1,0,1,8,4,816,4,2020,2023
12,17,std,1,2,3,1,3,0,0,7,4,816,3,2022,2025
10,20,half_ppr,1,2,2,1,2,1,1,10,4,800,3,2020,2025
10,20,half_ppr,1,2,3,1,1,0,0,12,4,800,2,2023,2024
10,20,half_ppr,1,2,3,1,2,0,0,11,4,800,3,2023,2025
14,14,half_ppr,1,2,2,1,2,0,0,6,4,784,2,2023,2025
14,14,half_ppr,1,2,2,1,2,0,1,5,4,784,4,2022,2025
14,14,half_ppr,1,2,3,1,2,0,0,5,4,784,3,2022,2024
12,16,half_ppr,1,2,3,1,1,0,1,7,4,768,4,2020,2023
12,16,half_ppr,1,2,3,1,3,0,0,6,4,768,4,2021,2025
12,16,ppr,1,2,2,1,1,0,0,8,4,768,3,2022,2024
12,16,std,1,2,2,1,2,1,1,6,4,768,4,2020,2025
10,19,half_ppr,1,2,2,1,3,0,0,10,4,760,2,2021,2025
10,19,ppr,1,2,2,1,3,1,1,8,4,760,3,2020,2023
10,18,half_ppr,1,1,1,1,0,1,1,8,4,720,4,2022,2025
10,18,half_ppr,1,2,3,1,1,0,0,10,4,720,2,2021,2022
10,18,half_ppr,1,2,3,1,2,1,1,7,4,720,3,2020,2025
12,15,half_ppr,1,2,2,1,1,0,1,6,4,720,2,2024,2025
12,15,ppr,1,2,2,1,0,0,0,6,4,720,4,2020,2024
12,15,ppr,1,2,2,1,2,0,0,6,4,720,3,2021,2024
12,15,std,1,2,2,1,2,0,0,7,4,720,3,2023,2025
12,15,std,1,2,3,1,1,0,1,6,4,720,3,2020,2025
10,17,half_ppr,1,2,2,1,2,0,0,9,4,680,2,2022,2023
10,17,half_ppr,1,2,2,1,3,0,1,7,4,680,3,2022,2025
10,17,ppr,1,2,3,1,1,0,0,9,4,680,2,2021,2022
8,21,ppr,1,2,2,1,3,1,1,10,4,672,2,2022,2025
12,14,ppr,1,2,2,1,2,0,0,5,4,672,3,2021,2025
12,14,ppr,1,2,3,1,1,1,1,4,4,672,3,2023,2025
10,16,ppr,1,2,2,1,2,0,0,6,4,641,3,2021,2024
10,16,half_ppr,1,2,2,1,2,0,1,7,4,640,3,2020,2022
10,16,ppr,1,2,2,1,3,1,0,6,4,640,3,2021,2025
10,15,ppr,1,2,2,1,2,1,1,7,4,600,3,2022,2024
10,15,ppr,1,2,3,1,1,0,0,7,4,600,3,2021,2025
10,15,ppr,1,2,3,1,1,0,1,6,4,600,4,2022,2025
8,18,ppr,1,2,2,1,2,0,0,10,4,576,4,2020,2024
10,14,half_ppr,1,2,3,1,2,0,0,5,4,560,3,2020,2022
10,14,ppr,1,2,2,1,1,0,0,5,4,560,3,2021,2025
10,14,ppr,1,2,2,1,1,0,0,7,4,560,1,2023,2023
10,14,ppr,1,2,2,1,2,1,0,0,4,560,1,2024,2024
10,14,ppr,1,2,3,1,1,0,1,5,4,560,3,2021,2023
8,17,half_ppr,1,2,3,1,2,1,1,6,4,544,3,2021,2025
8,17,ppr,1,2,2,2,2,1,1,6,4,544,3,2023,2025
8,17,ppr,1,2,3,1,2,1,1,6,4,544,3,2020,2024
8,16,half_ppr,1,2,2,1,1,1,1,7,4,512,2,2020,2021
8,16,half_ppr,1,2,2,1,2,1,1,6,4,512,2,2021,2022
8,16,ppr,1,2,3,1,2,0,1,6,4,512,1,2021,2021
8,15,ppr,1,2,2,1,2,0,1,6,4,480,2,2021,2023
8,15,ppr,1,2,3,1,1,1,1,5,4,480,2,2020,2021
10,12,ppr,1,2,2,1,1,0,0,5,4,480,3,2022,2025
8,14,half_ppr,1,2,2,1,1,1,1,5,4,448,4,2020,2023
12,28,ppr,1,2,2,1,2,1,1,18,3,1008,2,2021,2022
12,27,ppr,1,2,2,1,1,0,0,18,3,972,1,2025,2025
12,27,ppr,1,2,3,1,4,0,0,16,3,972,1,2024,2024
12,25,ppr,1,2,3,1,2,0,0,16,3,900,3,2021,2023
12,25,ppr,1,2,3,1,4,0,0,14,3,900,2,2023,2025
14,21,ppr,1,2,2,1,3,0,0,12,3,882,2,2024,2025
12,24,ppr,1,2,2,1,2,0,0,16,3,864,3,2021,2025
12,24,ppr,1,2,2,1,4,0,0,14,3,864,3,2021,2025
12,24,ppr,1,2,3,1,2,0,0,14,3,864,2,2022,2025
12,24,ppr,1,2,3,1,4,0,0,13,3,864,1,2021,2021
14,20,ppr,1,2,3,1,1,1,1,10,3,840,2,2021,2022
12,23,half_ppr,1,2,3,1,4,0,0,12,3,828,1,2025,2025
12,22,half_ppr,1,2,2,1,3,0,0,13,3,792,2,2023,2025
12,22,half_ppr,1,2,3,1,3,0,0,12,3,792,2,2022,2024
12,22,ppr,1,2,2,1,2,0,0,12,3,792,1,2021,2021
12,22,ppr,1,2,3,1,2,0,0,12,3,792,3,2023,2025
10,26,ppr,1,1,3,1,2,0,0,18,3,780,3,2021,2025
12,21,half_ppr,1,2,3,1,1,0,0,11,3,756,1,2025,2025
12,21,ppr,1,2,2,1,1,1,1,12,3,756,2,2022,2023
12,21,ppr,1,2,2,1,3,1,1,10,3,756,2,2020,2023
14,18,half_ppr,1,2,3,1,2,0,0,9,3,756,3,2022,2024
14,18,ppr,1,2,2,1,2,0,0,10,3,756,2,2023,2025
14,18,ppr,1,2,3,1,2,0,0,9,3,756,3,2021,2025
10,24,ppr,1,2,2,1,5,0,0,12,3,720,1,2023,2023
10,24,ppr,1,2,2,1,5,0,0,13,3,720,2,2021,2023
12,20,ppr,1,2,3,1,3,1,1,8,3,720,3,2022,2025
12,20,ppr,1,2,3,1,4,0,0,9,3,720,3,2021,2025
14,17,ppr,1,2,3,1,1,1,1,7,3,714,2,2020,2024
10,23,ppr,1,2,2,1,2,0,0,15,3,690,3,2022,2025
10,23,ppr,1,2,2,1,4,0,1,12,3,690,2,2023,2024
12,19,ppr,1,2,2,1,2,0,1,10,3,684,2,2021,2024
12,19,ppr,1,2,3,2,4,0,0,7,3,684,1,2025,2025
14,16,ppr,1,1,2,0,3,1,1,7,3,672,3,2020,2022
10,22,ppr,1,2,2,1,2,0,0,14,3,660,2,2021,2023
10,22,ppr,1,2,2,1,5,0,0,11,3,660,2,2022,2023
12,18,half_ppr,1,2,2,1,2,0,1,9,3,648,3,2020,2025
12,18,half_ppr,1,2,3,1,3,0,0,8,3,648,3,2022,2024
12,18,ppr,1,2,2,1,1,0,0,11,3,648,1,2022,2022
12,18,ppr,1,2,2,1,2,0,1,9,3,648,2,2020,2022
12,18,ppr,1,2,3,1,3,0,1,7,3,648,2,2023,2024
12,17,ppr,1,2,2,1,2,0,0,7,3,612,2,2020,2023
12,17,std,1,2,3,1,2,1,1,6,3,612,2,2024,2025
14,14,half_ppr,1,2,3,1,1,0,0,6,3,588,3,2020,2022
14,14,ppr,1,2,3,1,1,0,0,6,3,588,3,2022,2025
12,16,half_ppr,1,2,2,1,2,1,0,7,3,576,2,2024,2025
12,16,half_ppr,1,2,2,1,3,0,0,7,3,576,2,2020,2025
12,16,ppr,1,2,2,1,1,1,1,0,3,576,2,2021,2023
10,19,ppr,1,2,3,1,3,0,0,9,3,570,2,2022,2024
14,13,half_ppr,1,2,2,1,1,1,1,4,3,546,3,2020,2022
10,18,half_ppr,1,2,3,1,2,0,0,9,3,540,1,2024,2024
10,18,ppr,1,2,2,1,2,0,1,9,3,540,2,2020,2021
12,15,half_ppr,1,2,2,1,1,1,1,0,3,540,2,2020,2021
12,15,ppr,1,2,2,1,1,0,1,7,3,540,2,2020,2022
12,15,ppr,1,2,2,1,2,0,1,0,3,540,2,2021,2022
12,15,ppr,1,2,2,1,2,1,1,7,3,540,3,2021,2025
12,15,std,1,2,3,1,2,0,0,6,3,540,3,2020,2023
8,22,ppr,1,2,2,1,2,1,1,12,3,528,2,2020,2024
10,17,half_ppr,1,2,2,1,1,1,1,8,3,510,3,2021,2025
10,17,half_ppr,1,2,3,1,1,1,1,7,3,510,3,2020,2022
10,17,half_ppr,1,2,3,1,2,0,0,8,3,510,3,2020,2023
10,17,half_ppr,1,2,3,1,2,0,1,7,3,510,3,2021,2025
10,17,ppr,1,2,2,1,3,1,0,7,3,510,3,2021,2023
10,17,ppr,1,2,3,1,2,1,0,7,3,510,3,2023,2025
10,17,ppr,1,2,3,1,3,0,1,6,3,510,2,2020,2025
10,17,std,1,2,3,1,1,1,1,7,3,510,3,2020,2023
12,14,half_ppr,1,2,2,1,2,0,0,0,3,504,2,2022,2023
12,14,ppr,1,2,2,1,3,0,0,0,3,504,1,2021,2021
12,14,ppr,1,2,3,1,0,0,0,5,3,504,3,2022,2025
12,14,ppr,1,2,3,1,0,0,1,6,3,504,1,2022,2022
12,14,std,1,2,2,1,1,1,1,5,3,504,2,2023,2025
8,20,ppr,1,2,2,1,2,0,0,12,3,480,3,2023,2025
8,20,ppr,1,2,2,1,3,1,1,9,3,480,3,2021,2025
10,16,half_ppr,1,2,2,1,2,0,0,8,3,480,2,2021,2022
10,16,half_ppr,1,2,2,1,3,0,1,6,3,480,2,2021,2024
10,16,ppr,1,2,2,1,1,0,0,7,3,480,1,2023,2023
10,16,ppr,1,2,2,1,1,0,1,6,3,480,2,2024,2025
12,13,half_ppr,1,2,2,1,1,1,1,4,3,468,3,2022,2025
12,13,ppr,1,1,2,1,2,0,1,5,3,468,3,2023,2025
12,13,ppr,1,1,2,1,3,0,0,5,3,468,2,2024,2025
12,13,ppr,1,2,2,1,1,1,0,5,3,468,2,2024,2025
10,15,half_ppr,1,2,3,1,1,0,1,6,3,450,2,2020,2023
10,15,half_ppr,1,2,3,1,1,1,1,5,3,450,2,2021,2022
10,15,ppr,1,2,2,1,1,1,1,5,3,450,2,2022,2023
10,15,ppr,1,2,2,1,4,0,0,5,3,450,3,2021,2025
10,15,std,1,2,2,1,0,1,1,6,3,450,3,2020,2025
10,15,ppr,1,2,2,1,1,0,1,7,3,449,3,2020,2022
8,18,ppr,1,2,2,1,3,1,1,7,3,432,3,2021,2025
8,18,ppr,1,2,3,1,3,1,1,6,3,432,3,2021,2024
12,12,ppr,1,2,2,1,2,0,0,4,3,432,2,2021,2023
10,14,half_ppr,1,2,2,1,1,0,1,6,3,420,3,2020,2022
10,14,half_ppr,1,2,2,1,3,0,0,5,3,420,2,2022,2024
10,14,ppr,1,2,3,1,1,1,1,4,3,420,3,2022,2024
8,17,ppr,1,2,2,1,1,0,0,10,3,408,1,2025,2025
8,17,ppr,1,2,3,1,2,1,0,7,3,408,2,2024,2025
10,13,half_ppr,1,2,2,0,1,0,0,6,3,390,1,2021,2021
10,13,ppr,1,2,2,1,0,1,1,5,3,390,1,2020,2020
10,13,ppr,1,2,2,1,1,1,1,4,3,390,3,2023,2025
8,16,ppr,1,2,2,1,3,0,1,6,3,384,2,2020,2025
8,16,ppr,1,2,2,1,3,1,1,5,3,384,2,2021,2023
8,16,ppr,1,2,2,1,4,0,0,6,3,384,2,2023,2024
8,16,std,1,2,2,1,1,1,1,7,3,384,2,2022,2023
8,15,half_ppr,1,2,2,1,3,0,0,6,3,360,3,2023,2025
8,15,ppr,1,2,2,1,4,0,0,5,3,360,2,2021,2023
10,12,ppr,1,2,2,1,1,0,0,0,3,360,2,2022,2023
8,14,ppr,1,2,2,1,1,1,1,0,3,336,1,2021,2021
14,40,ppr,1,2,3,1,5,0,0,28,2,1120,1,2024,2024
12,39,ppr,1,2,3,1,6,0,0,26,2,936,1,2025,2025
12,35,half_ppr,1,2,3,1,2,0,0,26,2,840,2,2022,2023
12,32,ppr,1,2,3,1,4,0,0,21,2,768,1,2023,2023
12,30,ppr,1,2,3,1,1,0,0,22,2,718,2,2021,2022
12,28,ppr,1,2,2,1,5,0,0,17,2,672,1,2023,2023
12,27,ppr,1,2,2,1,4,0,0,17,2,648,1,2025,2025
12,26,ppr,1,2,2,1,1,0,0,17,2,624,1,2025,2025
12,26,ppr,1,2,3,1,2,0,0,17,2,624,2,2022,2023
10,30,ppr,1,2,2,1,4,0,0,20,2,600,1,2022,2022
10,30,ppr,1,3,1,1,6,0,0,18,2,600,2,2021,2025
12,25,ppr,1,2,2,1,5,0,0,14,2,600,1,2023,2023
12,25,ppr,1,2,3,1,1,0,0,17,2,600,1,2024,2024
12,25,ppr,1,2,3,1,1,1,1,15,2,600,2,2023,2024
14,21,ppr,1,2,3,1,2,0,0,12,2,588,2,2020,2021
14,21,ppr,1,2,3,1,3,0,0,11,2,588,2,2021,2022
12,24,ppr,1,0,0,0,7,0,0,16,2,576,1,2022,2022
12,24,ppr,1,2,2,1,2,0,0,15,2,576,1,2023,2023
12,24,ppr,1,2,2,1,2,1,1,14,2,576,2,2022,2023
12,24,ppr,1,2,2,1,3,0,0,14,2,576,2,2022,2025
12,24,ppr,1,2,2,1,5,0,0,12,2,576,1,2023,2023
12,24,ppr,1,2,2,1,5,0,0,13,2,576,2,2021,2025
14,20,ppr,1,2,2,1,2,0,0,12,2,560,2,2022,2023
14,20,ppr,1,2,3,1,1,0,0,12,2,560,1,2023,2023
14,20,ppr,1,2,3,2,2,0,0,10,2,560,2,2020,2024
12,23,ppr,1,2,2,1,2,0,1,14,2,552,2,2023,2025
10,27,ppr,1,2,2,1,6,0,0,15,2,540,1,2021,2021
14,19,ppr,1,2,3,1,2,1,1,6,2,532,1,2022,2022
14,19,ppr,1,2,3,1,2,1,1,8,2,532,2,2020,2023
12,22,half_ppr,1,2,3,1,1,0,0,14,2,528,2,2024,2025
12,22,ppr,1,1,1,1,5,0,0,13,2,528,1,2024,2024
12,22,ppr,1,2,2,1,2,1,1,12,2,528,2,2023,2025
12,22,ppr,1,2,2,2,3,0,0,12,2,528,1,2021,2021
12,22,ppr,1,2,3,1,1,0,0,13,2,528,2,2021,2022
12,22,ppr,1,2,3,1,1,0,0,14,2,528,2,2023,2024
12,22,ppr,1,2,3,1,2,1,0,12,2,528,1,2022,2022
12,22,std,1,0,0,0,9,0,0,12,2,528,2,2024,2025
10,26,ppr,1,2,2,1,4,0,0,16,2,520,2,2021,2024
10,26,ppr,1,2,2,1,5,0,0,15,2,520,1,2021,2021
10,26,ppr,1,2,3,1,3,0,0,16,2,520,2,2024,2025
10,26,ppr,1,2,3,2,3,0,0,15,2,520,2,2021,2022
12,21,ppr,1,2,2,1,4,0,0,11,2,504,2,2022,2023
12,21,ppr,1,2,2,1,5,0,0,10,2,504,2,2021,2022
12,21,ppr,1,2,3,1,1,0,0,12,2,504,2,2021,2023
12,21,ppr,1,2,3,1,1,0,0,13,2,504,2,2023,2025
14,18,half_ppr,1,2,3,1,1,0,0,10,2,504,2,2024,2025
14,18,ppr,1,2,2,1,4,0,0,8,2,504,2,2022,2025
10,25,half_ppr,1,2,2,1,4,0,0,15,2,500,1,2022,2022
10,25,half_ppr,1,2,3,1,1,0,0,17,2,500,2,2024,2025
10,25,half_ppr,1,2,3,1,4,0,0,14,2,500,1,2025,2025
10,25,ppr,1,1,1,1,5,0,0,16,2,500,2,2023,2025
10,25,ppr,1,2,2,1,2,1,1,15,2,500,2,2022,2024
10,25,ppr,1,2,2,1,3,0,0,16,2,500,2,2024,2025
10,25,ppr,1,2,2,1,5,0,0,14,2,500,1,2021,2021
10,24,half_ppr,1,2,2,1,2,0,0,16,2,480,2,2024,2025
10,24,ppr,1,2,2,1,3,1,1,13,2,480,2,2024,2025
10,24,ppr,1,2,3,1,4,0,0,13,2,480,2,2021,2025
10,24,ppr,1,2,3,1,5,0,0,12,2,480,1,2022,2022
12,20,half_ppr,1,2,2,1,3,0,0,11,2,480,1,2021,2021
12,20,half_ppr,1,2,2,1,4,0,0,10,2,480,2,2022,2023
12,20,half_ppr,1,2,2,1,5,0,0,9,2,480,2,2022,2025
12,20,half_ppr,1,2,3,1,3,1,1,8,2,480,1,2021,2021
12,20,ppr,1,0,0,0,7,0,0,12,2,480,2,2022,2023
12,20,ppr,1,0,0,0,7,1,1,10,2,480,2,2022,2023
12,20,ppr,1,2,2,0,3,0,0,11,2,480,1,2023,2023
12,20,ppr,1,2,2,1,1,0,0,11,2,480,1,2023,2023
12,20,ppr,1,2,2,1,3,0,0,10,2,480,1,2022,2022
12,20,ppr,1,2,2,1,3,1,1,9,2,480,2,2024,2025
12,20,ppr,1,2,3,0,3,0,0,11,2,480,2,2021,2023
12,20,ppr,1,2,3,1,1,1,1,10,2,480,2,2023,2025
12,20,ppr,1,2,3,2,2,0,0,10,2,480,1,2021,2021
14,17,ppr,1,2,2,1,2,1,0,8,2,476,2,2024,2025
14,17,ppr,1,2,3,1,2,0,0,8,2,476,1,2021,2021
14,17,ppr,1,2,3,1,2,0,1,7,2,476,2,2020,2021
14,17,ppr,1,2,3,1,2,1,1,6,2,476,2,2021,2025
14,17,ppr,1,2,3,1,3,0,0,7,2,476,2,2021,2022
10,23,half_ppr,1,2,3,1,2,0,0,14,2,460,1,2023,2023
10,23,ppr,1,2,4,1,4,0,0,11,2,460,1,2022,2022
12,19,ppr,1,1,1,1,5,0,0,10,2,456,1,2022,2022
12,19,ppr,1,1,2,1,4,0,0,10,2,456,2,2024,2025
12,19,ppr,1,2,3,1,5,0,0,7,2,456,1,2024,2024
14,16,half_ppr,1,2,2,1,3,0,0,7,2,448,1,2022,2022
14,16,ppr,1,2,2,1,3,0,0,7,2,448,1,2021,2021
14,16,ppr,1,2,3,1,1,1,1,6,2,448,1,2022,2022
14,16,ppr,1,2,3,1,2,0,0,7,2,448,2,2020,2021
10,22,half_ppr,1,2,2,1,3,0,0,13,2,440,1,2024,2024
10,22,ppr,1,1,1,1,5,0,0,13,2,440,2,2022,2023
10,22,ppr,1,2,3,1,4,0,0,11,2,440,2,2022,2023
12,18,half_ppr,1,2,2,1,1,1,1,9,2,432,2,2024,2025
12,18,half_ppr,1,2,2,1,4,0,0,8,2,432,1,2020,2020
12,18,half_ppr,1,2,3,0,2,1,1,8,2,432,2,2022,2023
12,18,half_ppr,1,2,3,1,1,0,0,0,2,432,2,2022,2023
12,18,half_ppr,1,2,3,1,2,1,1,7,2,432,2,2022,2023
12,18,ppr,1,2,2,1,1,0,0,9,2,432,2,2022,2025
12,18,ppr,1,2,3,1,3,1,0,7,2,432,2,2022,2023
12,18,std,1,2,2,1,3,0,0,9,2,432,2,2022,2024
10,21,ppr,1,2,2,1,2,0,1,12,2,420,2,2023,2024
10,21,ppr,1,2,3,1,1,0,0,13,2,420,2,2020,2025
10,21,ppr,1,2,3,1,2,1,1,0,2,420,1,2021,2021
10,21,ppr,1,3,3,1,3,0,0,10,2,420,1,2021,2021
14,15,half_ppr,1,2,2,1,0,1,1,6,2,420,2,2022,2023
14,15,half_ppr,1,2,3,1,1,1,1,5,2,420,1,2022,2022
14,15,half_ppr,1,2,3,1,2,0,0,6,2,420,2,2021,2023
14,15,ppr,1,2,2,1,2,0,1,6,2,420,2,2021,2022
14,15,ppr,1,2,3,1,1,0,0,7,2,420,1,2020,2020
14,15,ppr,1,2,3,1,2,0,1,5,2,420,2,2020,2025
12,17,half_ppr,1,1,2,1,5,0,1,6,2,408,1,2022,2022
12,17,half_ppr,1,2,2,1,3,0,0,8,2,408,2,2020,2023
12,17,half_ppr,1,2,2,1,3,1,1,6,2,408,2,2020,2021
12,17,half_ppr,1,2,3,1,3,0,0,7,2,408,2,2024,2025
12,17,half_ppr,1,2,4,1,2,0,0,7,2,408,1,2022,2022
12,17,ppr,1,2,2,1,1,0,0,8,2,408,2,2021,2023
12,17,ppr,1,2,2,1,2,2,1,6,2,408,2,2022,2023
12,17,ppr,1,2,2,1,3,1,0,7,2,408,1,2022,2022
12,17,ppr,1,2,3,1,3,0,1,6,2,408,1,2020,2020
12,17,std,1,2,2,1,1,1,1,8,2,408,2,2020,2025
12,17,std,1,2,2,1,2,1,1,7,2,408,2,2021,2022
10,20,ppr,1,1,1,0,6,0,0,11,2,400,1,2022,2022
10,20,ppr,1,2,2,1,2,0,1,11,2,400,1,2021,2021
10,20,ppr,1,2,2,1,4,1,1,8,2,400,1,2023,2023
10,20,ppr,1,2,3,1,2,0,0,10,2,400,2,2021,2025
10,20,ppr,1,2,3,1,2,0,1,10,2,400,2,2020,2022
10,20,ppr,1,3,3,1,2,1,1,8,2,400,2,2024,2025
10,20,std,1,2,3,1,1,0,0,10,2,400,1,2022,2022
14,14,half_ppr,1,2,2,0,1,0,1,5,2,392,2,2021,2022
14,14,half_ppr,1,2,2,0,2,1,1,5,2,392,1,2020,2020
14,14,half_ppr,1,2,2,1,2,1,1,4,2,392,2,2024,2025
14,14,half_ppr,1,2,3,0,1,0,0,6,2,392,2,2024,2025
14,14,ppr,1,2,2,1,2,1,1,4,2,392,2,2023,2025
8,24,ppr,1,2,2,1,2,0,1,15,2,384,2,2024,2025
12,16,half_ppr,1,2,2,1,0,1,1,7,2,384,2,2021,2025
12,16,half_ppr,1,2,2,1,1,0,1,7,2,384,1,2021,2021
12,16,half_ppr,1,2,3,0,2,0,0,7,2,384,2,2021,2025
12,16,half_ppr,1,2,3,1,1,0,0,7,2,384,2,2023,2024
12,16,ppr,1,1,1,1,5,0,0,7,2,384,1,2025,2025
12,16,ppr,1,2,2,1,0,1,1,6,2,384,2,2021,2025
12,16,ppr,1,2,2,1,1,0,0,9,2,384,2,2021,2025
12,16,ppr,1,2,2,1,1,0,1,7,2,384,2,2020,2021
12,16,ppr,1,2,2,1,2,0,0,7,2,384,2,2020,2022
12,16,ppr,1,2,2,1,2,1,1,5,2,384,1,2022,2022
12,16,ppr,1,2,3,1,2,0,0,0,2,384,2,2023,2025
12,16,std,1,2,3,1,0,1,1,7,2,384,2,2022,2024
12,16,std,1,2,3,1,2,1,1,5,2,384,2,2021,2024
10,19,half_ppr,1,2,2,1,2,0,0,11,2,380,2,2020,2021
10,19,half_ppr,1,2,3,1,2,0,0,10,2,380,1,2022,2022
10,19,ppr,1,2,2,1,2,0,0,11,2,380,1,2024,2024
10,19,ppr,1,2,2,1,2,0,1,10,2,380,2,2021,2022
10,19,ppr,1,2,2,1,2,1,1,9,2,380,2,2021,2022
10,19,ppr,1,2,2,1,4,0,0,9,2,380,2,2021,2025
10,19,ppr,1,2,3,1,1,1,1,9,2,379,2,2020,2022
14,13,half_ppr,1,2,2,1,3,0,0,4,2,364,1,2025,2025
14,13,ppr,1,2,2,1,1,0,1,5,2,364,2,2022,2025
14,13,ppr,1,2,2,1,3,0,0,4,2,364,1,2025,2025
14,13,std,1,2,2,1,2,0,0,5,2,364,2,2023,2024
10,18,half_ppr,1,2,2,1,1,1,1,9,2,360,2,2021,2025
10,18,ppr,1,2,2,1,1,1,1,9,2,360,2,2021,2024
10,18,ppr,1,2,2,1,2,0,0,8,2,360,1,2021,2021
10,18,ppr,1,2,3,1,1,0,1,9,2,360,2,2020,2021
10,18,ppr,1,2,3,1,4,0,0,7,2,360,1,2023,2023
10,18,ppr,1,3,3,1,2,1,1,6,2,360,2,2021,2024
