season,teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks
2024,14,20,ppr,1,2,3,1,2,0,0,11,1,280
2024,14,20,ppr,1,2,3,2,2,0,0,10,1,280
2025,14,20,ppr,1,2,2,1,1,1,1,11,1,280
2021,12,23,ppr,1,2,2,1,3,0,0,13,1,276
2021,12,23,ppr,1,2,2,1,4,0,0,13,1,276
2021,12,23,ppr,1,2,3,1,1,0,0,12,1,276
2021,12,23,std,1,2,3,1,2,0,0,14,1,276
2022,12,23,ppr,1,2,2,1,2,0,0,15,1,276
2022,12,23,ppr,1,2,2,1,5,0,0,12,1,276
2022,12,23,ppr,1,2,3,1,1,0,0,13,1,276
2022,12,23,ppr,1,2,3,1,4,0,0,12,1,276
2022,12,23,ppr,1,2,3,2,3,0,0,12,1,276
2023,12,23,half_ppr,1,2,3,1,1,0,0,15,1,276
2023,12,23,half_ppr,1,2,3,1,2,0,0,14,1,276
2023,12,23,ppr,1,1,1,1,6,0,0,13,1,276
2023,12,23,ppr,1,2,2,1,2,0,1,14,1,276
2023,12,23,ppr,1,2,3,1,3,0,0,13,1,276
2023,12,23,ppr,1,2,3,2,2,0,0,12,1,276
2023,12,23,ppr,1,3,4,1,3,0,0,11,1,276
2024,12,23,half_ppr,1,2,2,1,2,0,0,15,1,276
2024,12,23,half_ppr,1,2,3,1,2,0,0,14,1,276
2024,12,23,ppr,1,2,2,0,3,1,0,13,1,276
2025,12,23,ppr,1,2,2,1,2,0,1,14,1,276
2025,12,23,ppr,1,2,3,1,1,0,0,15,1,276
2023,10,27,ppr,1,2,3,1,5,0,0,15,1,270
2025,10,27,ppr,1,2,2,1,3,0,0,17,1,270
2020,14,19,ppr,1,2,2,1,4,0,0,9,1,266
2020,14,19,ppr,1,2,3,1,2,0,0,10,1,266
2020,14,19,ppr,1,2,3,1,2,1,1,8,1,266
2021,14,19,half_ppr,1,2,2,1,3,0,0,10,1,266
2022,14,19,half_ppr,1,2,3,1,2,0,0,10,1,266
2023,14,19,ppr,1,2,3,1,2,1,1,8,1,266
2024,14,19,ppr,1,2,2,2,2,0,0,11,1,266
2025,14,19,ppr,1,2,3,1,2,0,0,10,1,266
2020,12,22,ppr,1,2,2,2,4,0,0,11,1,264
2021,12,22,ppr,1,1,1,1,3,0,0,12,1,264
2021,12,22,ppr,1,1,2,1,5,0,0,12,1,264
2021,12,22,ppr,1,1,3,1,4,0,0,12,1,264
2021,12,22,ppr,1,2,1,1,5,0,0,12,1,264
2021,12,22,ppr,1,2,2,1,3,1,1,11,1,264
2021,12,22,ppr,1,2,3,1,1,0,0,13,1,264
2021,12,22,ppr,1,2,3,1,3,1,1,10,1,264
2022,12,22,half_ppr,1,2,3,1,3,0,0,12,1,264
2022,12,22,ppr,1,0,0,0,9,0,0,12,1,264
2022,12,22,ppr,1,2,2,1,1,0,0,14,1,264
2022,12,22,ppr,1,2,2,1,2,0,0,13,1,264
2022,12,22,ppr,1,2,2,1,2,0,1,13,1,264
2022,12,22,ppr,1,2,3,1,1,0,0,13,1,264
2022,12,22,ppr,1,2,3,1,2,0,1,12,1,264
2022,12,22,ppr,1,2,3,1,2,1,1,11,1,264
2022,12,22,ppr,1,2,3,1,5,0,0,10,1,264
2022,12,22,ppr,1,2,5,1,2,0,0,11,1,264
2023,12,22,ppr,1,2,2,1,1,1,1,11,1,264
2023,12,22,ppr,1,2,2,1,2,1,1,12,1,264
2023,12,22,ppr,1,2,2,1,3,0,0,12,1,264
2023,12,22,ppr,1,2,3,1,1,0,0,14,1,264
2023,12,22,ppr,1,2,3,1,2,0,0,12,1,264
2023,12,22,ppr,1,3,3,1,1,0,0,12,1,264
2023,12,22,ppr,1,3,4,1,4,0,0,9,1,264
2024,12,22,half_ppr,1,2,3,1,1,0,0,14,1,264
2024,12,22,ppr,1,1,1,1,2,0,0,12,1,264
2024,12,22,ppr,1,1,1,1,6,0,0,12,1,264
2024,12,22,ppr,1,2,2,1,1,0,0,15,1,264
2024,12,22,ppr,1,2,3,0,4,0,0,12,1,264
2024,12,22,ppr,1,2,3,1,1,0,0,14,1,264
2024,12,22,ppr,1,2,3,1,2,0,0,12,1,264
2024,12,22,std,1,0,0,0,9,0,0,12,1,264
2025,12,22,half_ppr,1,2,2,1,3,0,0,13,1,264
2025,12,22,half_ppr,1,2,3,1,1,0,0,14,1,264
2025,12,22,ppr,1,2,2,1,2,1,1,12,1,264
2025,12,22,ppr,1,2,3,1,2,0,0,12,1,264
2025,12,22,std,1,0,0,0,9,0,0,12,1,264
2021,10,26,ppr,1,1,3,1,2,0,0,18,1,260
2021,10,26,ppr,1,2,2,1,4,0,0,16,1,260
2021,10,26,ppr,1,2,3,1,4,0,0,15,1,260
2021,10,26,ppr,1,2,3,2,3,0,0,15,1,260
2022,10,26,half_ppr,1,2,3,1,3,1,0,15,1,260
2022,10,26,ppr,1,1,3,1,2,0,0,18,1,260
2022,10,26,ppr,1,2,3,1,1,0,0,15,1,260
2022,10,26,ppr,1,2,3,2,3,0,0,15,1,260
2022,10,26,ppr,1,2,4,1,4,0,0,14,1,260
2023,10,26,ppr,1,1,2,1,5,0,0,16,1,260
2023,10,26,ppr,1,2,2,1,6,0,0,14,1,260
2024,10,26,ppr,1,2,2,1,2,0,0,18,1,260
2024,10,26,ppr,1,2,2,1,4,0,0,16,1,260
2024,10,26,ppr,1,2,3,1,3,0,0,16,1,260
2025,10,26,ppr,1,1,3,1,2,0,0,18,1,260
2025,10,26,ppr,1,2,3,1,3,0,0,16,1,260
2025,10,26,ppr,1,2,4,0,4,0,1,14,1,260
2020,12,21,ppr,1,2,2,1,3,1,1,10,1,252
2020,14,18,ppr,1,2,2,1,2,0,1,9,1,252
2020,14,18,ppr,1,2,3,1,3,0,0,8,1,252
2021,12,21,half_ppr,1,2,4,1,1,0,0,12,1,252
2021,12,21,ppr,1,2,2,1,1,0,0,12,1,252
2021,12,21,ppr,1,2,2,1,2,0,0,10,1,252
2021,12,21,ppr,1,2,2,1,2,0,0,12,1,252
2021,12,21,ppr,1,2,2,1,5,0,0,10,1,252
2021,12,21,ppr,1,2,3,1,1,0,0,12,1,252
2021,14,18,half_ppr,1,2,2,1,2,0,0,10,1,252
2021,14,18,half_ppr,1,2,2,1,4,0,0,8,1,252
2021,14,18,ppr,1,2,2,1,0,1,1,8,1,252
2021,14,18,ppr,1,2,2,1,1,1,1,8,1,252
2021,14,18,ppr,1,2,2,1,2,1,1,0,1,252
2021,14,18,ppr,1,2,2,1,3,0,0,9,1,252
2021,14,18,ppr,1,2,3,1,2,0,0,9,1,252
2022,12,21,half_ppr,1,2,2,1,5,0,0,10,1,252
2022,12,21,half_ppr,1,2,3,1,3,0,0,11,1,252
2022,12,21,ppr,1,2,2,1,2,0,1,12,1,252
2022,12,21,ppr,1,2,2,1,3,0,1,11,1,252
2022,12,21,ppr,1,2,2,1,4,0,0,11,1,252
2022,12,21,ppr,1,2,2,1,5,0,0,10,1,252
2022,12,21,ppr,1,2,3,1,4,0,0,10,1,252
2022,14,18,half_ppr,1,2,2,1,2,0,0,9,1,252
2022,14,18,half_ppr,1,2,2,1,2,1,1,8,1,252
2022,14,18,half_ppr,1,2,3,1,2,0,0,9,1,252
2022,14,18,ppr,1,0,0,1,3,0,0,10,1,252
2022,14,18,ppr,1,1,2,1,3,1,1,1,1,252
2022,14,18,ppr,1,2,2,1,4,0,0,8,1,252
2023,12,21,half_ppr,1,2,3,1,2,0,0,12,1,252
2023,12,21,ppr,1,2,2,1,1,1,1,12,1,252
2023,12,21,ppr,1,2,2,1,4,0,0,11,1,252
2023,12,21,ppr,1,2,3,1,1,0,0,12,1,252
2023,12,21,ppr,1,2,3,1,1,0,0,13,1,252
2023,14,18,half_ppr,1,2,3,1,2,0,0,9,1,252
2023,14,18,ppr,1,2,2,1,2,0,0,10,1,252
2023,14,18,ppr,1,2,3,1,2,0,0,9,1,252
2023,14,18,ppr,1,2,3,1,3,1,1,6,1,252
2024,12,21,half_ppr,1,2,2,0,2,0,0,12,1,252
2024,12,21,half_ppr,1,2,3,1,1,1,1,11,1,252
2024,12,21,ppr,1,2,2,1,2,0,1,12,1,252
2024,12,21,ppr,1,2,3,1,2,1,1,10,1,252
2024,14,18,half_ppr,1,2,2,0,2,0,0,10,1,252
2024,14,18,half_ppr,1,2,3,1,1,0,0,10,1,252
2024,14,18,half_ppr,1,2,3,1,2,0,0,9,1,252
2024,14,18,ppr,1,2,2,1,1,0,0,10,1,252
2024,14,18,ppr,1,2,2,1,1,0,0,11,1,252
2024,14,18,ppr,1,2,2,1,2,1,1,8,1,252
2024,14,18,ppr,1,2,3,0,3,0,0,8,1,252
2025,12,21,half_ppr,1,2,2,1,3,0,0,12,1,252
2025,12,21,ppr,1,2,2,1,1,1,1,10,1,252
2025,12,21,ppr,1,2,2,1,3,0,0,12,1,252
2025,12,21,ppr,1,2,3,1,1,0,0,13,1,252
2025,12,21,ppr,1,2,3,1,2,0,0,10,1,252
2025,12,21,ppr,1,2,3,1,2,1,1,10,1,252
2025,12,21,ppr,1,2,3,1,3,0,0,10,1,252
2025,12,21,ppr,1,2,3,1,3,0,0,11,1,252
2025,14,18,half_ppr,1,2,3,1,1,0,0,10,1,252
2025,14,18,ppr,1,2,2,1,2,1,1,8,1,252
2025,14,18,ppr,1,2,2,1,4,0,0,8,1,252
2025,14,18,ppr,1,2,3,1,2,0,0,9,1,252
2021,10,25,ppr,1,2,3,1,2,0,0,16,1,250
2021,10,25,ppr,1,2,3,1,2,1,1,0,1,250
2021,10,25,ppr,1,2,3,1,3,0,0,15,1,250
2021,10,25,ppr,1,2,3,1,4,0,0,14,1,250
2022,10,25,ppr,1,2,2,1,2,1,1,15,1,250
2022,10,25,ppr,1,2,2,2,3,0,0,15,1,250
2022,10,25,ppr,1,2,5,1,1,0,0,15,1,250
2023,10,25,half_ppr,1,2,2,1,2,0,0,15,1,250
2023,10,25,ppr,1,1,1,1,5,0,0,16,1,250
2023,10,25,ppr,1,2,2,1,3,1,1,14,1,250
2023,10,25,ppr,1,2,3,1,3,0,0,15,1,250
2024,10,25,half_ppr,1,2,3,1,1,0,0,17,1,250
2024,10,25,ppr,1,2,2,1,2,1,1,15,1,250
2024,10,25,ppr,1,2,2,1,3,0,0,16,1,250
2024,10,25,ppr,1,2,2,1,4,0,1,14,1,250
2025,10,25,half_ppr,1,2,3,1,1,0,0,17,1,250
2025,10,25,ppr,1,1,1,1,5,0,0,16,1,250
2025,10,25,ppr,1,1,2,1,5,0,0,15,1,250
2025,10,25,ppr,1,2,2,1,3,0,0,16,1,250
2022,8,31,ppr,1,2,2,1,5,0,0,20,1,248
2020,10,24,ppr,1,3,3,1,4,1,1,10,1,240
2020,12,20,ppr,1,2,2,1,2,0,0,12,1,240
2020,12,20,ppr,1,2,2,2,3,1,1,8,1,240
2020,12,20,ppr,1,2,3,1,2,1,1,9,1,240
2020,12,20,ppr,1,2,3,1,5,0,0,8,1,240
2021,10,24,ppr,1,2,2,0,5,0,0,14,1,240
2021,10,24,ppr,1,2,2,1,3,0,0,15,1,240
2021,10,24,ppr,1,2,2,1,4,0,0,14,1,240
2021,10,24,ppr,1,2,2,2,3,0,0,14,1,240
2021,10,24,ppr,1,2,3,1,1,0,0,16,1,240
2021,10,24,ppr,1,2,3,1,2,0,0,15,1,240
2021,10,24,ppr,1,2,3,1,3,0,0,14,1,240
2021,10,24,ppr,1,2,3,1,4,0,0,13,1,240
2021,10,24,ppr,1,3,3,1,4,1,1,10,1,240
2021,10,24,ppr,1,3,4,1,3,0,0,10,1,240
2021,12,20,half_ppr,1,2,2,1,2,0,0,12,1,240
2021,12,20,half_ppr,1,2,2,1,2,1,1,10,1,240
2021,12,20,half_ppr,1,2,3,1,1,0,0,10,1,240
2021,12,20,ppr,1,1,1,1,6,0,0,10,1,240
2021,12,20,ppr,1,2,2,1,1,0,0,13,1,240
2021,12,20,ppr,1,2,2,1,1,1,1,11,1,240
2021,12,20,ppr,1,2,2,1,2,0,0,11,1,240
2021,12,20,ppr,1,2,3,0,3,0,0,11,1,240
2021,12,20,ppr,1,2,3,1,1,0,0,10,1,240
2021,12,20,ppr,1,2,3,1,2,0,0,8,1,240
2021,12,20,ppr,1,2,3,1,2,0,1,10,1,240
2021,12,20,ppr,1,2,3,1,4,0,0,9,1,240
2021,12,20,ppr,1,2,3,2,3,0,0,9,1,240
2021,12,20,std,1,2,3,1,1,1,1,10,1,240
2021,12,20,std,1,2,3,1,3,0,0,10,1,240
2022,10,24,ppr,1,2,3,1,2,0,0,15,1,240
2022,10,24,ppr,1,3,3,1,4,1,1,10,1,240
2022,10,24,std,1,2,3,1,3,0,0,14,1,240
2022,12,20,half_ppr,1,2,2,1,2,0,0,12,1,240
2022,12,20,half_ppr,1,2,2,1,3,0,0,10,1,240
2022,12,20,half_ppr,1,2,2,1,4,0,0,10,1,240
2022,12,20,half_ppr,1,2,2,1,5,0,0,9,1,240
2022,12,20,ppr,1,0,0,0,7,0,0,12,1,240
2022,12,20,ppr,1,0,0,0,7,1,1,10,1,240
2022,12,20,ppr,1,0,5,0,4,0,0,10,1,240
2022,12,20,ppr,1,2,2,2,1,0,0,10,1,240
2022,12,20,ppr,1,2,3,0,0,0,0,10,1,240
2022,12,20,ppr,1,2,3,0,2,0,0,10,1,240
2022,12,20,ppr,1,2,3,1,2,0,0,10,1,240
2022,12,20,ppr,1,2,3,1,2,1,0,10,1,240
2022,12,20,ppr,1,2,3,1,3,1,1,8,1,240
2022,12,20,ppr,1,2,3,1,4,0,0,9,1,240
2022,12,20,ppr,1,3,3,1,2,0,0,10,1,240
2023,10,24,ppr,1,1,6,1,0,0,0,10,1,240
2023,10,24,ppr,1,2,2,1,2,0,1,15,1,240
2023,10,24,ppr,1,2,2,1,4,0,0,14,1,240
2023,10,24,ppr,1,2,2,1,4,1,1,12,1,240
2023,10,24,ppr,1,2,2,1,5,0,0,13,1,240
2023,10,24,ppr,1,2,3,1,2,0,0,15,1,240
2023,10,24,ppr,1,3,3,1,4,1,1,10,1,240
2023,10,24,std,1,1,1,0,3,1,1,12,1,240
2023,12,20,half_ppr,1,2,2,1,4,0,0,10,1,240
2023,12,20,ppr,1,0,0,0,7,0,0,12,1,240
2023,12,20,ppr,1,0,0,0,7,1,1,10,1,240
2023,12,20,ppr,1,1,2,1,3,1,1,10,1,240
2023,12,20,ppr,1,2,2,1,1,1,1,9,1,240
2023,12,20,ppr,1,2,2,1,3,1,0,10,1,240
2023,12,20,ppr,1,2,2,1,4,1,1,8,1,240
2023,12,20,ppr,1,2,3,0,3,0,0,11,1,240
2023,12,20,ppr,1,2,3,1,1,1,1,10,1,240
2023,12,20,ppr,1,2,3,1,2,1,1,9,1,240
2024,10,24,half_ppr,1,2,2,1,2,0,0,16,1,240
2024,10,24,ppr,1,1,1,1,6,0,0,14,1,240
2024,10,24,ppr,1,2,2,1,3,1,1,13,1,240
2024,10,24,ppr,1,3,4,1,3,1,0,11,1,240
2024,12,20,half_ppr,1,2,3,1,3,0,0,10,1,240
2024,12,20,ppr,1,0,0,0,9,0,0,10,1,240
2024,12,20,ppr,1,2,2,1,2,1,1,10,1,240
2024,12,20,ppr,1,2,2,1,3,1,1,9,1,240
2024,12,20,ppr,1,2,3,1,3,1,1,8,1,240
2024,12,20,std,1,2,2,1,1,0,0,13,1,240
2025,10,24,half_ppr,1,2,2,1,2,0,0,16,1,240
2025,10,24,half_ppr,1,2,3,1,2,0,0,15,1,240
2025,10,24,ppr,1,2,2,1,2,0,0,16,1,240
2025,10,24,ppr,1,2,2,1,3,0,0,15,1,240
2025,10,24,ppr,1,2,2,1,3,1,1,13,1,240
2025,10,24,ppr,1,2,3,1,4,0,0,13,1,240
2025,12,20,half_ppr,1,2,2,1,2,1,0,11,1,240
2025,12,20,half_ppr,1,2,2,1,5,0,0,9,1,240
2025,12,20,half_ppr,1,2,3,1,2,0,0,10,1,240
2025,12,20,ppr,1,2,2,1,3,1,1,9,1,240
2025,12,20,ppr,1,2,2,1,4,0,0,10,1,240
2025,12,20,ppr,1,2,3,1,1,1,1,10,1,240
2025,12,20,ppr,1,2,3,1,3,1,1,8,1,240
2025,12,20,ppr,1,2,3,1,4,0,0,9,1,240
2025,12,20,ppr,1,3,3,1,3,1,1,7,1,240
2025,12,20,std,1,2,2,1,2,0,0,12,1,240
2020,14,17,ppr,1,2,2,1,2,1,1,7,1,238
2020,14,17,ppr,1,2,3,1,1,1,1,7,1,238
2020,14,17,ppr,1,2,3,1,2,0,1,7,1,238
2021,14,17,half_ppr,1,2,2,1,2,1,1,7,1,238
2021,14,17,ppr,1,2,2,1,2,0,0,9,1,238
2021,14,17,ppr,1,2,3,1,2,0,1,7,1,238
2021,14,17,ppr,1,2,3,1,2,1,1,6,1,238
2021,14,17,ppr,1,2,3,1,3,0,0,7,1,238
2022,14,17,ppr,1,2,2,1,2,1,1,5,1,238
2022,14,17,ppr,1,2,3,1,3,0,0,7,1,238
2023,14,17,half_ppr,1,2,3,1,2,0,0,8,1,238
2023,14,17,ppr,1,2,2,1,1,1,1,7,1,238
2023,14,17,ppr,1,2,2,1,2,1,1,7,1,238
2023,14,17,ppr,1,2,2,1,3,1,1,6,1,238
2023,14,17,ppr,1,2,2,1,4,0,0,7,1,238
2024,14,17,ppr,1,2,2,1,2,1,0,8,1,238
2024,14,17,ppr,1,2,2,1,3,0,1,7,1,238
2025,14,17,half_ppr,1,2,2,1,2,0,0,9,1,238
2025,14,17,ppr,1,2,2,1,2,1,0,8,1,238
2025,14,17,ppr,1,2,2,1,2,1,1,7,1,238
2025,14,17,ppr,1,2,3,1,2,1,1,6,1,238
2023,8,29,ppr,1,2,2,1,3,1,1,18,1,232
2023,8,29,ppr,1,2,2,1,9,0,0,14,1,232
2023,8,29,ppr,1,3,4,1,8,0,0,12,1,232
2021,10,23,half_ppr,1,2,2,1,2,0,1,14,1,230
2021,10,23,ppr,1,2,2,1,2,1,1,13,1,230
2021,10,23,ppr,1,2,2,1,3,0,0,14,1,230
2021,10,23,ppr,1,2,2,1,3,1,1,12,1,230
2021,10,23,ppr,1,2,3,1,2,1,1,0,1,230
2022,10,23,ppr,1,2,2,1,2,0,0,15,1,230
2022,10,23,ppr,1,2,3,1,3,1,0,12,1,230
2022,10,23,ppr,1,3,3,1,3,1,1,10,1,230
2023,10,23,ppr,1,2,2,1,2,0,0,15,1,230
2023,10,23,ppr,1,2,3,1,3,0,0,13,1,230
2024,10,23,ppr,1,2,2,1,4,0,1,12,1,230
2024,10,23,ppr,1,2,3,1,3,0,0,13,1,230
2024,10,23,ppr,1,3,3,1,4,0,0,11,1,230
2024,10,23,ppr,1,3,5,1,3,1,1,8,1,230
2024,10,23,std,1,2,2,1,3,0,0,14,1,230
2025,10,23,half_ppr,1,2,2,1,4,0,0,13,1,230
2025,10,23,ppr,1,2,2,1,2,0,0,15,1,230
2020,12,19,ppr,1,2,2,1,2,1,1,5,1,228
2020,12,19,ppr,1,2,2,1,3,0,0,10,1,228
2020,12,19,ppr,1,3,3,1,2,0,0,7,1,228
2020,12,19,ppr,1,3,3,1,2,0,1,8,1,228
2020,12,19,std,1,2,3,1,1,1,1,9,1,228
2021,12,19,half_ppr,1,2,3,1,3,1,1,7,1,228
2021,12,19,ppr,1,2,2,1,1,1,1,10,1,228
2021,12,19,ppr,1,2,2,1,4,0,0,9,1,228
2021,12,19,ppr,1,3,2,1,3,0,0,9,1,228
2022,12,19,half_ppr,1,2,2,1,2,0,0,11,1,228
2022,12,19,half_ppr,1,2,2,1,3,0,0,10,1,228
2022,12,19,half_ppr,1,2,3,1,2,0,0,10,1,228
2022,12,19,half_ppr,1,2,3,1,3,0,0,9,1,228
2022,12,19,ppr,1,1,1,1,3,0,0,12,1,228
2022,12,19,ppr,1,2,2,1,1,1,1,10,1,228
2022,12,19,ppr,1,2,2,1,2,0,0,10,1,228
2022,12,19,ppr,1,2,2,1,2,1,1,9,1,228
2022,12,19,ppr,1,2,2,1,4,0,0,9,1,228
2022,12,19,ppr,1,2,2,2,2,0,0,10,1,228
2022,12,19,ppr,1,2,3,1,0,1,1,7,1,228
2022,12,19,std,1,2,3,1,2,0,0,10,1,228
2023,12,19,half_ppr,1,2,2,1,3,0,0,12,1,228
2023,12,19,ppr,1,2,2,1,2,0,0,11,1,228
2023,12,19,ppr,1,2,2,1,4,0,0,9,1,228
2023,12,19,ppr,1,2,3,1,3,0,0,9,1,228
2023,12,19,ppr,1,2,3,1,4,0,0,8,1,228
2023,12,19,ppr,1,3,3,2,0,0,0,10,1,228
2024,12,19,half_ppr,1,2,2,1,0,1,1,9,1,228
2024,12,19,half_ppr,1,2,3,1,2,1,1,8,1,228
2024,12,19,ppr,1,1,2,1,4,0,0,10,1,228
2024,12,19,ppr,1,2,2,1,1,1,1,10,1,228
2024,12,19,ppr,1,2,2,1,2,0,1,10,1,228
2024,12,19,ppr,1,2,2,1,2,1,1,9,1,228
2024,12,19,ppr,1,2,2,1,3,1,0,9,1,228
2024,12,19,ppr,1,2,3,1,2,0,0,0,1,228
2024,12,19,ppr,1,2,3,1,2,0,0,11,1,228
2024,12,19,ppr,1,3,3,0,4,0,0,8,1,228
2024,12,19,std,1,2,2,1,2,0,0,11,1,228
2025,12,19,half_ppr,1,2,3,1,1,0,0,11,1,228
2025,12,19,ppr,1,1,2,1,4,0,0,10,1,228
2025,12,19,ppr,1,2,2,1,2,0,0,11,1,228
2025,12,19,ppr,1,2,2,1,2,1,1,9,1,228
2025,12,19,ppr,1,2,2,1,4,0,0,9,1,228
2025,12,19,ppr,1,2,2,1,4,1,1,7,1,228
2025,12,19,ppr,1,2,2,2,3,0,0,9,1,228
2025,12,19,ppr,1,2,3,1,3,0,0,9,1,228
2025,12,19,ppr,1,2,3,1,2,1,1,8,1,227
2020,14,16,ppr,1,1,2,0,3,1,1,7,1,224
2020,14,16,ppr,1,2,2,1,1,1,1,1,1,224
2020,14,16,ppr,1,2,2,1,1,1,1,7,1,224
2020,14,16,ppr,1,2,2,1,2,0,0,8,1,224
2020,14,16,ppr,1,2,3,1,2,0,0,7,1,224
2021,8,28,ppr,1,2,3,1,3,0,0,18,1,224
2021,14,16,ppr,1,1,2,0,3,1,1,7,1,224
2021,14,16,ppr,1,1,2,1,2,0,0,9,1,224
2021,14,16,ppr,1,2,2,1,1,1,1,7,1,224
2021,14,16,ppr,1,2,2,1,2,0,1,7,1,224
2021,14,16,ppr,1,2,3,1,2,0,0,7,1,224
2021,14,16,ppr,1,2,3,1,2,1,0,6,1,224
2022,14,16,half_ppr,1,1,2,1,3,1,1,6,1,224
2022,14,16,half_ppr,1,2,2,1,1,1,1,7,1,224
2022,14,16,half_ppr,1,2,2,1,2,1,1,6,1,224
2022,14,16,ppr,1,1,2,0,3,1,1,7,1,224
2022,14,16,ppr,1,2,2,1,1,0,0,8,1,224
2022,14,16,ppr,1,2,2,1,2,0,1,7,1,224
2022,14,16,ppr,1,2,2,1,2,1,1,6,1,224
2022,14,16,ppr,1,2,2,1,3,1,1,5,1,224
2022,14,16,ppr,1,2,2,1,4,0,0,6,1,224
2022,14,16,ppr,1,2,3,0,2,0,1,7,1,224
2023,8,28,ppr,1,2,3,1,2,1,1,17,1,224
2023,14,16,ppr,1,1,1,1,2,0,0,9,1,224
2023,14,16,ppr,1,2,2,1,2,0,1,7,1,224
2023,14,16,ppr,1,2,3,1,2,0,1,6,1,224
2023,14,16,ppr,1,2,3,1,2,1,1,5,1,224
2024,14,16,half_ppr,1,2,2,1,2,1,1,6,1,224
2024,14,16,ppr,1,2,2,1,2,0,1,7,1,224
2025,14,16,half_ppr,1,2,2,1,2,0,1,7,1,224
2025,14,16,half_ppr,1,2,3,1,3,0,0,6,1,224
2025,14,16,ppr,1,2,2,1,2,0,0,8,1,224
2025,14,16,ppr,1,2,2,1,2,0,1,7,1,224
2020,10,22,ppr,1,2,3,1,2,0,0,10,1,220
2021,10,22,half_ppr,1,2,3,1,2,0,0,13,1,220
2021,10,22,ppr,1,1,1,1,6,0,0,12,1,220
2021,10,22,ppr,1,2,2,1,2,0,0,14,1,220
2021,10,22,ppr,1,2,2,1,2,0,1,13,1,220
2021,10,22,ppr,1,2,2,1,2,1,1,12,1,220
2021,10,22,ppr,1,2,2,2,3,0,0,12,1,220
2021,10,22,ppr,1,2,3,1,2,0,0,13,1,220
2021,10,22,ppr,1,2,3,1,2,0,1,12,1,220
2021,10,22,ppr,1,2,5,1,1,0,0,12,1,220
2021,10,22,ppr,1,3,3,1,4,0,0,10,1,220
2022,10,22,ppr,1,1,1,1,5,0,0,13,1,220
2022,10,22,ppr,1,2,2,1,1,0,0,12,1,220
2022,10,22,ppr,1,2,2,1,4,1,1,10,1,220
2022,10,22,ppr,1,2,2,1,5,0,0,11,1,220
2022,10,22,ppr,1,2,3,1,2,0,0,13,1,220
2022,10,22,ppr,1,2,3,1,3,0,0,13,1,220
2022,10,22,ppr,1,2,3,1,4,0,0,11,1,220
2022,10,22,ppr,1,2,3,2,2,1,1,10,1,220
2022,10,22,std,1,2,3,1,3,0,0,12,1,220
2023,10,22,half_ppr,1,2,2,1,3,1,0,12,1,220
2023,10,22,half_ppr,1,2,3,1,2,0,1,12,1,220
2023,10,22,half_ppr,1,2,3,1,3,0,0,12,1,220
2023,10,22,ppr,1,1,1,1,4,0,0,14,1,220
2023,10,22,ppr,1,1,1,1,5,0,0,13,1,220
2023,10,22,ppr,1,2,2,0,5,0,0,12,1,220
2023,10,22,ppr,1,2,3,0,5,0,0,11,1,220
2023,10,22,ppr,1,2,3,1,1,1,1,12,1,220
2023,10,22,ppr,1,2,3,1,4,0,0,11,1,220
2023,10,22,ppr,1,3,3,0,3,0,0,12,1,220
2024,10,22,ppr,1,2,2,1,1,0,1,14,1,220
2024,10,22,ppr,1,2,3,1,2,0,0,13,1,220
2025,10,22,half_ppr,1,2,2,1,3,1,0,12,1,220
2025,10,22,ppr,1,2,2,1,4,0,0,12,1,220
2025,10,22,ppr,1,2,3,1,2,0,0,15,1,220
2020,12,18,half_ppr,1,2,2,1,1,0,1,8,1,216
2020,12,18,half_ppr,1,2,2,1,2,0,1,9,1,216
2020,12,18,half_ppr,1,2,2,1,2,1,1,8,1,216
2020,12,18,half_ppr,1,2,2,1,3,1,1,7,1,216
2020,12,18,ppr,1,2,2,1,1,1,1,9,1,216
2020,12,18,ppr,1,2,2,1,2,0,1,9,1,216
2020,12,18,ppr,1,2,2,1,5,0,0,7,1,216
2020,12,18,ppr,1,2,3,1,2,0,0,9,1,216
2020,12,18,std,1,2,3,1,1,0,0,10,1,216
2021,12,18,half_ppr,1,0,0,0,8,0,0,9,1,216
2021,12,18,half_ppr,1,2,2,1,2,0,0,10,1,216
2021,12,18,half_ppr,1,2,2,1,2,1,1,8,1,216
2021,12,18,half_ppr,1,2,3,1,1,1,1,8,1,216
2021,12,18,ppr,1,0,0,0,8,0,0,9,1,216
2021,12,18,ppr,1,2,2,1,3,0,1,8,1,216
2021,12,18,ppr,1,2,2,1,3,1,1,0,1,216
2021,12,18,ppr,1,2,2,1,4,0,0,0,1,216
2021,12,18,ppr,1,2,3,1,2,0,1,8,1,216
2021,12,18,ppr,1,3,2,1,3,0,0,8,1,216
2021,12,18,std,1,2,2,1,1,1,1,9,1,216
2021,12,18,std,1,2,2,1,2,0,0,10,1,216
2022,12,18,half_ppr,1,0,0,0,9,0,0,8,1,216
2022,12,18,half_ppr,1,2,2,1,3,0,0,8,1,216
2022,12,18,half_ppr,1,2,2,1,3,0,0,9,1,216
2022,12,18,half_ppr,1,2,3,0,2,1,1,8,1,216
2022,12,18,half_ppr,1,2,3,1,1,0,0,0,1,216
2022,12,18,half_ppr,1,2,3,1,2,1,1,7,1,216
